,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
58,3370,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2.0,2002.0,9,24,12
59,2620,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,8.0,2002.0,12,17,21
60,4313,0460,BATTERY,SIMPLE,STREET,True,False,9.0,2002.0,6,30,21
61,4090,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,19.0,2002.0,12,8,8
62,3801,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,False,9.0,2002.0,2,24,8
63,1152,0460,BATTERY,SIMPLE,RESIDENCE,False,False,12.0,2002.0,10,7,23
64,862,0810,THEFT,OVER $500,STREET,False,False,19.0,2002.0,8,12,0
65,2260,0460,BATTERY,SIMPLE,STREET,False,False,16.0,2002.0,10,5,13
66,463,0460,BATTERY,SIMPLE,RESIDENCE,True,False,9.0,2002.0,6,21,10
67,2503,0820,THEFT,$500 AND UNDER,STREET,False,False,8.0,2002.0,4,24,21
68,5937,0330,ROBBERY,AGGRAVATED,ALLEY,False,False,15.0,2002.0,6,28,18
69,3549,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,25.0,2002.0,2,19,12
70,3497,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,12.0,2002.0,8,13,17
71,3441,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,11.0,2002.0,3,6,2
72,3374,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,2.0,2002.0,4,22,19
73,724,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,False,False,19.0,2002.0,6,3,0
74,545,0460,BATTERY,SIMPLE,STREET,False,False,7.0,2002.0,3,30,12
75,3507,0560,ASSAULT,SIMPLE,STREET,False,False,16.0,2002.0,9,20,16
76,245,0460,BATTERY,SIMPLE,APARTMENT,True,True,5.0,2002.0,1,6,12
77,4253,0460,BATTERY,SIMPLE,STREET,True,False,8.0,2002.0,9,13,12
78,3718,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,19.0,2002.0,12,7,19
79,2096,2027,NARCOTICS,POSS: CRACK,STREET,True,False,15.0,2002.0,10,20,14
80,3379,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2.0,2002.0,1,22,22
81,609,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,8.0,2002.0,5,1,19
82,3805,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,3.0,2002.0,9,17,19
83,3498,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,4.0,2002.0,8,7,14
84,3426,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2.0,2002.0,9,3,2
85,360,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,22.0,2002.0,7,1,1
86,1332,0560,ASSAULT,SIMPLE,APARTMENT,True,False,12.0,2002.0,3,20,17
87,485516,0810,THEFT,OVER $500,SIDEWALK,False,False,19.0,2002.0,5,6,14
88,3421,0810,THEFT,OVER $500,STREET,False,False,14.0,2002.0,11,17,15
89,1825,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,7.0,2002.0,4,3,14
90,363024,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1.0,2002.0,9,23,16
91,3389,0460,BATTERY,SIMPLE,RESIDENCE,False,False,11.0,2002.0,9,20,18
92,3733,0460,BATTERY,SIMPLE,STREET,False,False,25.0,2002.0,11,23,16
93,2163,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,25.0,2002.0,1,11,20
94,3551,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,11.0,2002.0,9,9,17
95,3405,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,6.0,2002.0,11,21,18
96,3401,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2.0,2002.0,3,23,11
97,3791,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,8.0,2002.0,4,17,20
98,3757,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,6.0,2002.0,5,15,9
99,658,0560,ASSAULT,SIMPLE,RESIDENCE,True,False,24.0,2002.0,8,24,11
